ekran	durum	tur	oran	zemin	on	yol	metin
ana-gelismis	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-gelismis	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-gelismis	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-gelismis	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-gelismis	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-gelismis	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-gelismis	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-gelismis	pressed	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-gelismis	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-gelismis	pointerover	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-gelismis	focus-visible	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-gelismis	edilgen	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-gelismis	pressed	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-gelismis	pressed	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-gelismis	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-gelismis	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-gelismis	focus-visible	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-gelismis	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Border#TitleBarLayer > Grid#TitleBarContent > StackPanel#TitleBrand > TextBlock#TxtAppName	VidShrink
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-ayarlar	dinlenik	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-ayarlar	dinlenik	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-ayarlar	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-ayarlar	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-ayarlar	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-ayarlar	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabPlayer	TabIcon
ana-ayarlar	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabPlayer	Player
ana-ayarlar	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-ayarlar	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-ayarlar	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-ayarlar	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabShrink	TabIcon
ana-ayarlar	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabShrink	Shrink
ana-ayarlar	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-ayarlar	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabControl#Tabs	TabIcon
ana-ayarlar	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-ayarlar	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-ayarlar	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-ayarlar	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabRecorder	TabIcon
ana-ayarlar	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabRecorder	Recorder
ana-ayarlar	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-ayarlar	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-ayarlar	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-ayarlar	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabAdvanced	TabIcon
ana-ayarlar	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabAdvanced	Advanced
ana-ayarlar	pressed	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-ayarlar	pressed	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-ayarlar	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-ayarlar	selected	simge	14.74	#020706	#00F3FF	Border#TabOutline > Panel > StackPanel > Path#TabIcon @TabItem#TabSettings	TabIcon
ana-ayarlar	selected	yazi	14.74	#020706	#00F3FF	Panel > StackPanel > ContentPresenter#PART_ContentPresenter > TextBlock @TabItem#TabSettings	Settings
ana-ayarlar	pressed	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-ayarlar	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtUpdateBadge @Button#BtnUpdateBadge	Örnek 0.9
ana-ayarlar	pointerover	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-ayarlar	focus-visible	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-ayarlar	edilgen	yazi	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock	English
ana-ayarlar	pressed	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-ayarlar	pressed	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > Path @Button#BtnGitHub	Path
ana-ayarlar	focus-visible	yazi	14.74	#020706	#00F3FF	Panel > ContentPresenter#PART_ContentPresenter > StackPanel > TextBlock#TxtGitHub @Button#BtnGitHub	Teknesyum
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-ayarlar	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnMinimize	Path
ana-ayarlar	focus-visible	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-ayarlar	edilgen	simge	14.74	#020706	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#MaximizeGlyph @Button#BtnMaximize	MaximizeGlyph
ana-kucult	dinlenik	yazi	14.75	#060608	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnZoomIn	+
ana-kucult	focus-visible	yazi	14.75	#060608	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnZoomIn	+
ana-kucult	dinlenik	simge	14.76	#050507	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnPanelMaximize	Path
ana-kucult	dinlenik	simge	14.76	#050507	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnPanelFullScreen	Path
ana-kucult	dinlenik	simge	14.76	#050508	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnPanelMaximize	Path
ana-kucult	dinlenik	simge	14.76	#050508	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnPanelFullScreen	Path
ana-kucult	focus-visible	simge	14.76	#050508	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnPanelMaximize	Path
ana-kucult	focus-visible	simge	14.76	#050508	#00F3FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path @Button#BtnPanelFullScreen	Path
ana-kaydedici	pressed	yazi	14.76	#112C2F	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnCountdownCancel	Cancel
ana-kaydedici	pressed	yazi	14.78	#122B30	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnBrowse	Browse…
ana-kaydedici	pressed	yazi	14.80	#122B30	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnWindowRefresh	Refresh
ana-kucult	pressed	yazi	14.81	#122B30	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnShareCopy	Copy
ana-gelismis	pressed	simge	14.81	#122B30	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphPerformance @Button#BtnPerformanceExpand	GlyphPerformance
ana-kaydedici	pressed	yazi	14.83	#122B30	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAudioRefresh	Refresh the List
ana-donustur	pressed	yazi	14.84	#122B30	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	Browse Source
ana-kaydedici	pressed	yazi	14.87	#102B2F	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReplaySave	Save Last 30 s
ana-kaydedici	pressed	yazi	14.87	#102B2F	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnResume	Resume
ana-kucult	pressed	yazi	14.92	#122B2F	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnShare	Share the File
ana-ayarlar	pressed	yazi	14.92	#102B2F	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnBrowseFfmpegPath	Browse…
ana-kaydedici	pressed	yazi	14.93	#102B2F	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnSnapshot	Snapshot
ana-kucult	pressed	yazi	14.94	#102B2F	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip100	100
ana-kucult	pressed	yazi	14.98	#112A2F	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnBrowseEmpty	Browse
ana-kucult	pressed	yazi	15.05	#102A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip25	25
ana-kucult	pressed	simge	15.05	#112A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphPlanReasons @Button#BtnPlanReasons	GlyphPlanReasons
ana-ayarlar	pressed	yazi	15.07	#102A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnBrowseOutputFolder	Browse…
ana-kaydedici	pressed	yazi	15.10	#112A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAutoMeasure	Measure Again
ana-gelismis	pressed	yazi	15.11	#112A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageAdvanced	Apply Pasted JSON
ana-kucult	pressed	yazi	15.12	#102A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipWhatsApp	16
ana-kaydedici	pressed	yazi	15.12	#102A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnRecShareCopy	Copy
ana-gelismis	pressed	yazi	15.13	#102A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnRevert	Back to automatic
ana-kucult	pressed	yazi	15.14	#102A2E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip8	8
ana-kucult	pressed	yazi	15.16	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipHalf	Half
ana-kucult	pressed	yazi	15.16	#102A2E	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtFrameSummary @Button#BtnFrameToggle	May Lower Resolution · May Lower Frame R…
ana-kaydedici	pressed	yazi	15.17	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnToPlayer	Open in Player
ana-kucult	pressed	yazi	15.18	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipAddPreset	+
ana-gelismis	pressed	simge	15.18	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphAiDetails @Button#BtnAiDetails	GlyphAiDetails
ana-gelismis	pressed	yazi	15.18	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnPerformanceRun	Run the Check
ana-kaydedici	pressed	yazi	15.19	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReveal	Show in Folder
ana-kucult	pressed	yazi	15.21	#10292E	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtQualitySummary @Button#BtnQualityToggle	Automatic · Fill Target
ana-kaydedici	dinlenik	yazi	15.21	#242626	#FFFFFF	RadioButton#RadSimple > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RadSimple	Simple
ana-kaydedici	pointerover	yazi	15.21	#242626	#FFFFFF	RadioButton#RadSimple > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RadSimple	Simple
ana-kaydedici	pressed	yazi	15.21	#242626	#FFFFFF	RadioButton#RadSimple > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RadSimple	Simple
ana-kaydedici	focus-visible	yazi	15.21	#242626	#FFFFFF	RadioButton#RadSimple > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RadSimple	Simple
ana-kaydedici	checked	yazi	15.21	#242626	#FFFFFF	RadioButton#RadSimple > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RadSimple	Simple
ana-ayarlar	pressed	yazi	15.22	#10292D	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnOpenSubtitlesKey	Get a Key
ana-ayarlar	pressed	yazi	15.22	#10292D	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnOpenSubtitlesSignIn	Sign in
ana-oynatici	pressed	yazi	15.24	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-oynatici	pressed	yazi	15.24	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-kucult	pressed	yazi	15.24	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-kucult	pressed	yazi	15.24	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-donustur	pressed	yazi	15.24	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-donustur	pressed	yazi	15.24	#10292E	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
